tick: 539.0,             Human number: 0,             Zombie number: 105
tick: 540.0,             Human number: 0,             Zombie number: 105
tick: 541.0,             Human number: 0,             Zombie number: 105
tick: 542.0,             Human number: 0,             Zombie number: 105
tick: 543.0,             Human number: 0,             Zombie number: 105
tick: 544.0,             Human number: 0,             Zombie number: 105
tick: 545.0,             Human number: 0,             Zombie number: 105
tick: 546.0,             Human number: 0,             Zombie number: 105
tick: 547.0,             Human number: 0,             Zombie number: 105
tick: 548.0,             Human number: 0,             Zombie number: 105
tick: 549.0,             Human number: 0,             Zombie number: 105
tick: 550.0,             Human number: 0,             Zombie number: 105
tick: 551.0,             Human number: 0,             Zombie number: 105
tick: 552.0,             Human number: 0,             Zombie number: 105
tick: 553.0,             Human number: 0,             Zombie number: 105
tick: 554.0,             Human number: 0,             Zombie number: 105
tick: 555.0,             Human number: 0,             Zombie number: 105
tick: 556.0,             Human number: 0,             Zombie number: 105
tick: 557.0,             Human number: 0,             Zombie number: 105
tick: 558.0,             Human number: 0,             Zombie number: 105
tick: 559.0,             Human number: 0,             Zombie number: 105
tick: 560.0,             Human number: 0,             Zombie number: 105
tick: 561.0,             Human number: 0,             Zombie number: 105
tick: 562.0,             Human number: 0,             Zombie number: 105
tick: 563.0,             Human number: 0,             Zombie number: 105
tick: 564.0,             Human number: 0,             Zombie number: 105
tick: 565.0,             Human number: 0,             Zombie number: 105
tick: 566.0,             Human number: 0,             Zombie number: 105
tick: 567.0,             Human number: 0,             Zombie number: 105
tick: 568.0,             Human number: 0,             Zombie number: 105
tick: 569.0,             Human number: 0,             Zombie number: 105
tick: 570.0,             Human number: 0,             Zombie number: 105
tick: 571.0,             Human number: 0,             Zombie number: 105
tick: 572.0,             Human number: 0,             Zombie number: 105
tick: 573.0,             Human number: 0,             Zombie number: 105
tick: 574.0,             Human number: 0,             Zombie number: 105
tick: 575.0,             Human number: 0,             Zombie number: 105
tick: 576.0,             Human number: 0,             Zombie number: 105
tick: 577.0,             Human number: 0,             Zombie number: 105
tick: 578.0,             Human number: 0,             Zombie number: 105
tick: 579.0,             Human number: 0,             Zombie number: 105
tick: 580.0,             Human number: 0,             Zombie number: 105
tick: 581.0,             Human number: 0,             Zombie number: 105
tick: 582.0,             Human number: 0,             Zombie number: 105
tick: 583.0,             Human number: 0,             Zombie number: 105
tick: 584.0,             Human number: 0,             Zombie number: 105
tick: 585.0,             Human number: 0,             Zombie number: 105
tick: 586.0,             Human number: 0,             Zombie number: 105
tick: 587.0,             Human number: 0,             Zombie number: 105
tick: 588.0,             Human number: 0,             Zombie number: 105
tick: 589.0,             Human number: 0,             Zombie number: 105
tick: 590.0,             Human number: 0,             Zombie number: 105
tick: 591.0,             Human number: 0,             Zombie number: 105
tick: 592.0,             Human number: 0,             Zombie number: 105
tick: 593.0,             Human number: 0,             Zombie number: 105
tick: 594.0,             Human number: 0,             Zombie number: 105
tick: 595.0,             Human number: 0,             Zombie number: 105
tick: 596.0,             Human number: 0,             Zombie number: 105
tick: 597.0,             Human number: 0,             Zombie number: 105
tick: 598.0,             Human number: 0,             Zombie number: 105
tick: 599.0,             Human number: 0,             Zombie number: 105
tick: 600.0,             Human number: 0,             Zombie number: 105
tick: 601.0,             Human number: 0,             Zombie number: 105
tick: 602.0,             Human number: 0,             Zombie number: 105
tick: 603.0,             Human number: 0,             Zombie number: 105
tick: 604.0,             Human number: 0,             Zombie number: 105
tick: 605.0,             Human number: 0,             Zombie number: 105
tick: 606.0,             Human number: 0,             Zombie number: 105
tick: 607.0,             Human number: 0,             Zombie number: 105
tick: 608.0,             Human number: 0,             Zombie number: 105
tick: 609.0,             Human number: 0,             Zombie number: 105
tick: 610.0,             Human number: 0,             Zombie number: 105
tick: 611.0,             Human number: 0,             Zombie number: 105
tick: 612.0,             Human number: 0,             Zombie number: 105
tick: 613.0,             Human number: 0,             Zombie number: 105
tick: 614.0,             Human number: 0,             Zombie number: 105
tick: 615.0,             Human number: 0,             Zombie number: 105
tick: 616.0,             Human number: 0,             Zombie number: 105
tick: 617.0,             Human number: 0,             Zombie number: 105
tick: 618.0,             Human number: 0,             Zombie number: 105
tick: 619.0,             Human number: 0,             Zombie number: 105
